약국명,주소,대표전화,행정구,시작(월),마감(월),시작(화),마감(화),시작(수),마감(수),시작(목),마감(목),시작(금),마감(금),시작(토),마감(토),시작(일),마감(일),시작(공휴일),마감(공휴일),일요일운영,공휴일운영,야간운영(월),야간운영(화),야간운영(수),야간운영(목),야간운영(금),야간운영(토),야간운영(일),야간운영(공휴일)
태이린한약국,서울특별시 마포구 희우정로12길 16 2층 (망원동),02-6949-2579,마포구,900,2000,1100,1900,1100,1900,1100,1900,1100,1900,1100,1900,900,1300,1100,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태창온누리약국,서울특별시 관악구 쑥고개로 126-1 (봉천동),02-889-6599,관악구,800,2200,800,2200,800,2200,800,2200,800,2200,900,2200,900,1300,1100,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
태평양리드팜약국,서울특별시 은평구 응암로 235  (응암동),02-307-7003,은평구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,1300,1100,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
태평양약국,서울특별시 광진구 자양로 48 1층 (자양동),02-444-2539,광진구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1600,900,1300,1100,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 종로구 수표로20길 43 1층 (종로3가),02-2274-6228,종로구,830,1950,830,1950,830,1950,830,1950,830,1950,1000,1900,1000,1900,1100,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 서대문구 이화여대길 3 1층 (대현동),02-393-3123,서대문구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,1000,1900,1100,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 성북구 보국문로16길 31 (정릉동),02-919-2525,성북구,830,2200,830,2200,830,2200,830,2200,830,2200,830,2100,830,2000,830,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
태평양약국,서울특별시 구로구 경서로 6 (고척동),02-2684-2324,구로구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1400,830,2000,830,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 서초구 중앙로 582 103호 (우면동 서초타워),02-575-7220,서초구,830,2200,830,2200,830,2200,830,2200,830,2200,900,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태평양약국,서울특별시 송파구 석촌호수로 100 (잠실동),02-2202-0949,송파구,900,2200,900,2200,900,2200,900,2200,900,2200,1000,2100,1000,2100,1000,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태평양약국,서울특별시 관악구 남부순환로 1591 1층 (신림동),02-878-5109,관악구,1930,2130,1930,2130,1930,2130,1930,2130,1930,2130,900,2200,1730,2130,930,2130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태평양약국,서울특별시 은평구 통일로 863 (갈현동),02-383-1178,은평구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1800,1730,2130,930,2130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
태평양약국,서울특별시 동작구 사당로 227 1층 (사당동 태평약국),02-3477-9477,동작구,1030,1930,1030,1930,1030,1930,1030,1930,1030,1930,1030,1530,1730,2130,930,2130,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
태평양약국,서울특별시 금천구 금하로25길 1 (시흥동),02-808-9300,금천구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1730,2130,930,2130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태평양약국,서울특별시 중랑구 망우로 413 삼영빌딩 (망우동),02-438-6250,중랑구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1800,900,1800,900,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
태평양약국,서울특별시 마포구 홍익로 1 1층 (서교동),02-322-8344,마포구,900,2400,900,2400,900,2400,900,2400,900,2400,900,2400,900,2400,900,2400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태평양약국,서울특별시 강서구 등촌로 71 1층 (등촌동),02-2652-7214,강서구,800,2000,800,2000,800,2000,800,2000,800,2000,800,1400,900,2400,900,2400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
태평양온누리약국,서울특별시 양천구 신월로 314 1층 (신정동),02-2652-9007,양천구,830,2130,830,2130,830,2130,830,2130,830,2130,830,2130,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
태화약국,서울특별시 성동구 아차산로7길 2 (성수동2가),02-465-4971,성동구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,900,2100,900,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
테라약국,서울특별시 송파구 송파대로 167 문정역테라타워 A동 216호 (문정동),02-2054-3869,송파구,900,2000,900,2030,900,2000,900,2030,900,2000,900,1400,900,2100,900,2100,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
테마프라자약국,서울특별시 양천구 목동서로 389 101호(신정동테마상가),02-2642-4487,양천구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
테헤란건강약국,서울특별시 강남구 선릉로86길 17  (대치동),02-556-4166,강남구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2000,1530,1930,1530,1930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
텐즈힐약국,서울특별시 성동구 마장로 137,02-2297-9996,성동구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1430,1530,1930,1530,1930,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
토리약국,서울특별시 서초구 서초대로77길 24 (서초동) 301호,02-6251-3301,서초구,530,2929,530,2929,530,2929,530,2929,530,2929,530,2929,1530,1930,1530,1930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
토마스약국,서울특별시 금천구 시흥대로112길 6,02-855-3843,금천구,900,2100,900,2100,900,2100,900,2100,900,2100,800,2000,900,2100,900,2130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
펜타약국,서울특별시 강남구 테헤란로64길 9 지하1층 101호 (대치동 선릉역대우아이빌),02-501-7337,강남구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,1200,2200,1200,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
토정약국,서울특별시 마포구 토정로32길 13 105호(토정동삼성상가),02-3272-0608,마포구,900,2150,900,2150,900,2150,900,2150,900,2150,900,1900,900,2100,900,2130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
통일로약국,서울특별시 중랑구 용마산로 435 통일로약국 1층 (면목동),02-439-3711,중랑구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1930,900,2100,830,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
트램온누리약국,서울특별시 송파구 위례광장로 136  (장지동 위례아이파크),02-403-0020,송파구,900,2030,900,2030,900,2030,900,2030,900,2030,900,1500,900,2100,830,1800,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
편한약국,서울특별시 중랑구 봉화산로 190 신내2동 관상복합청사 102호 (신내동),02-3422-3619,중랑구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,830,1300,1200,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
트리스약국,서울특별시 강남구 언주로147길 6  (논현동),02-541-4545,강남구,900,1300,900,1300,900,1300,900,1300,900,1300,900,1600,900,2100,830,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
트리지움자연약국,서울특별시 송파구 석촌호수로 61 트리지움 5층 514-2호 (잠실동),070-7562-8231,송파구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1500,830,1400,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
트리풀약국,서울특별시 송파구 송파대로 345 1A동 3011호 (가락동 헬리오시티),02-6338-7745,송파구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
트리플약국,서울특별시 강남구 도산대로 108 (논현동) 1층 일부,02-517-5256,강남구,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,1000,1900,900,1300,900,1300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
튼튼약국,서울특별시 종로구 창경궁로34길 18-5,02-762-2323,종로구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1330,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼약국,서울특별시 관악구 신원로 16,02-856-0528,관악구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼약국,서울특별시 도봉구 방학로 169 1층 (방학동),02-3492-2828,도봉구,800,1930,800,1930,800,1930,800,1930,800,1930,800,1500,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼약국,서울특별시 강동구 아리수로93나길 50 MK프라자 109호 (강일동),02-426-2799,강동구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,900,1300,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼약국,서울특별시 중랑구 면목로 358 1층 (면목동),02-435-6985,중랑구,930,2200,930,2200,930,2200,930,2200,930,1800,900,1600,1500,2200,900,1300,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 영등포구 경인로 846 영등포 민자역사 백화점동 지하1층 (영등포동),02-2614-6077,영등포구,1030,2000,1030,2000,1030,2000,1030,2000,1030,2030,1030,2030,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
튼튼약국,서울특별시 서대문구 수색로 100,02-304-1179,서대문구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1400,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 송파구 오금로 247 건양빌딩 1층 (방이동),02-413-7978,송파구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1600,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 강서구 공항대로 103 1동 205호 (마곡동),02-2664-0929,강서구,900,1830,900,1830,900,1800,900,1830,900,1830,900,1300,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 강남구 광평로 196 202호 (수서동 제이스프라자),02-451-9111,강남구,900,1330,900,1330,900,1330,900,1330,900,1330,900,1300,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 은평구 진흥로 133 1층 101호 (대조동),02-356-7950,은평구,800,2000,800,1830,800,2000,800,2000,800,2000,800,1600,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 성동구 무학로 33,02-2282-7525,성동구,840,1900,840,1900,840,1900,840,1900,840,1900,840,1500,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 마포구 대흥로24길 24 A동 B2층 203호 (염리동),02-704-5921,마포구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1300,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼약국,서울특별시 광진구 뚝섬로 590 아주빌딩 1층 (자양동),02-456-1139,광진구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1430,1030,2030,900,1300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
튼튼온누리약국,서울특별시 강동구 올림픽로 732 1층 2호 (천호동),02-486-1380,강동구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼온누리약국,서울특별시 광진구 아차산로 450-2 1층 (구의동),02-447-2999,광진구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1430,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼온누리약국,서울특별시 노원구 수락산로 232 미네르바빌딩 102호 (상계동),02-936-8825,노원구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼온누리약국,서울특별시 금천구 시흥대로 291 271호 (독산동 금천롯데캐슬골드파크3차),02-808-5858,금천구,830,1930,830,1930,830,1930,830,1930,830,1930,830,1500,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼중앙약국,서울특별시 강남구 개포로 615 석탑프라자 305-1호 (개포동),02-451-0530,강남구,930,1900,930,1900,930,1900,930,1900,930,1900,930,1500,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
튼튼하나약국,서울특별시 동대문구 답십리로 259 1층 (장안동),02-2215-6388,동대문구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
티파니약국,서울특별시 서초구 고무래로 18 1층 (반포동),02-592-2979,서초구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파낙스약국,서울특별시 강남구 논현로 629 (논현동세림빌딩),02-518-8766,강남구,900,1800,900,1800,900,1800,900,1730,900,1800,900,1500,900,1700,900,1700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파란문약국,서울특별시 종로구 송월길 155 상가동 41124113호 (교북동 경희궁자이 4단지),02-723-6209,종로구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파란약국,서울특별시 강동구 양재대로 1325 둔촌메디컬센타 101호 (성내동),02-484-2479,강동구,900,1930,900,1930,900,1930,900,1930,900,1930,900,1603,1000,2000,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파란약국,서울특별시 동작구 남부순환로 2057 3층 (사당동),02-522-4230,동작구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1300,1000,2000,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파란하늘약국,서울특별시 성북구 성북로4길 52 417동 501호 (돈암동 한신한진아파트제상가),02-929-8723,성북구,830,2100,830,2100,830,2100,830,2100,830,2100,830,2100,1000,2000,1000,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
파랑새약국,서울특별시 동작구 상도로 81 지하1층 (대방동),02-824-5150,동작구,845,2030,845,2030,845,2030,845,2030,845,2030,845,1600,1000,2000,1000,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
파랑새약국,서울특별시 강남구 일원로 47,02-3412-1555,강남구,900,1830,900,1830,900,1830,900,1830,900,1830,900,1300,1000,2000,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
파랑새약국,서울특별시 종로구 대학로 121 1호 2호 (명륜4가),02-743-7735,종로구,830,2250,830,2250,830,2250,830,2250,830,2250,830,2250,1400,2250,1400,2250,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
파랑약국,서울특별시 강서구 화곡로 339 오선빌딩 1층 (화곡동),02-2604-5480,강서구,830,1900,830,1900,830,1900,830,1900,830,1900,830,2250,1400,2250,1400,2250,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
파마트엘지약국,서울특별시 마포구 양화로 156 116호(동교동엘지팰리스빌딩),02-326-1678,마포구,900,2130,900,2130,900,2130,900,2130,900,2130,900,2130,1400,2250,1400,2250,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
파마트열린약국,서울특별시 도봉구 해등로 218,02-990-3367,도봉구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1600,1400,2250,1400,2250,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
파스텔약국,서울특별시 서초구 신반포로33길 27 파스텔프라자 103호 (잠원동),02-537-6787,서초구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1400,2250,1400,2250,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
파인약국,서울특별시 서대문구 신촌로 65 1층 (창천동),02-336-3301,서대문구,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
파크리오오렌지약국,서울특별시 송파구 올림픽로37길 130 파크리오 A동 5층 516호 (신천동),02-417-1369,송파구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
파크약국,서울특별시 서대문구 증가로 150 DMC2차아이파크상가 B205호 (남가좌동),02-372-3585,서대문구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1500,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
파크온누리약국,서울특별시 광진구 천호대로 666 그랜드파크오피스텔 지1층 B101호 (구의동),02-447-0708,광진구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1400,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
판도라숭례문약국,서울특별시 중구 세종대로 13 1층 (남대문로5가),02-3789-2638,중구,830,2030,830,2030,830,2030,830,2030,830,2030,930,1800,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
팜그린약국,서울특별시 용산구 청파로 74 전자랜드 1층 A147호 (한강로3가),02-3273-1553,용산구,930,1900,930,1900,930,1900,930,1900,930,1600,1000,1930,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팜메이트난곡종합약국,서울특별시 관악구 난곡로35길 2 (신림동),02-838-2527,관악구,830,2030,830,2030,830,2030,830,2030,830,2030,830,1700,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
팜메이트대학당약국,서울특별시 서초구 서초중앙로22길 40 (서초동),02-585-3092,서초구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2130,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
팜메이트수정약국,서울특별시 강남구 선릉로 338 103호 (대치동),02-562-2757,강남구,900,2000,900,2000,900,2000,900,2000,900,2000,1000,1800,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팜메이트하나로약국,서울특별시 양천구 오목로 68 (신월동),02-2699-1461,양천구,830,2000,830,2000,830,2000,830,2000,830,2000,830,1300,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팜빌편안약국,서울특별시 양천구 목동중앙본로 40 1층 (목동),02-2645-3130,양천구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1500,1300,2100,1300,2100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
팜스약국,서울특별시 강남구 논현로 509 1층 (역삼동),02-552-8284,강남구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,1300,2100,1300,2100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팜스토리약국,서울특별시 은평구 은평로 111 은평이마트 8층 (응암동),02-356-8352,은평구,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,2000,1000,1900,1000,2000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜스토리약국,서울특별시 양천구 목동서로 170 홈플러스목동점 지하2층 (목동),02-2653-5675,양천구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
팜약국,서울특별시 영등포구 국제금융로2길 7,02-783-4920,영등포구,830,2100,830,2100,830,2100,830,2100,830,2100,830,1600,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
팜엑스약국,서울특별시 강남구 봉은사로 524  (삼성동),02-6002-3060,강남구,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
팜케어건강약국,서울특별시 성북구 돌곶이로 60 1층 (석관동),02-957-2583,성북구,830,1930,830,1930,830,1930,830,1930,830,1930,830,1530,1000,2200,1000,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팜코리아약국,서울특별시 중랑구 면목로 352 (면목동),02-433-8421,중랑구,830,2200,830,2200,830,2200,830,2200,830,2200,900,2100,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
팜코리아약국,서울특별시 양천구 등촌로 26 1층 (목동),02-2648-8003,양천구,900,2130,900,2130,900,2130,900,2130,900,2130,900,2000,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
프라자미약국,서울특별시 중랑구 면목로 311 삼원빌딩 (면목동),02-962-8585,중랑구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600,1000,1200,1000,1200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜코리아약국,서울특별시 송파구 가락로 99 (석촌동),02-424-6167,송파구,800,2200,800,2200,800,2200,800,2200,800,2200,900,2200,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
팜팜약국,서울특별시 동작구 여의대방로 250 104호 (대방동 대림쇼핑),02-827-0686,동작구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1800,900,1900,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
팜팜약국,서울특별시 강남구 압구정로 144 선덕빌딩 1층 104호 (신사동),02-511-3736,강남구,930,1900,930,1900,930,1900,930,1900,930,1900,900,1400,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜프라자약국,서울특별시 구로구 디지털로 300 지밸리비즈플라자 지하1층 16호 (구로동),02-6344-3990,구로구,930,2000,930,2000,930,2000,930,2000,930,2000,900,1400,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜프라자약국,서울특별시 관악구 신림로 150 (신림동),02-872-4002,관악구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1700,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜프라자약국,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 B1층 3호 (여의도동),02-761-6700,영등포구,900,1900,900,1900,900,1900,900,1900,900,1900,1000,1300,900,1900,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜프라자약국,서울특별시 동작구 남부순환로 2055 (사당동),02-523-9496,동작구,900,2100,900,2100,900,2100,900,2100,900,2100,900,1600,900,1230,900,1900,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
팜플러스약국,서울특별시 종로구 무교로 39,02-736-4008,종로구,900,1800,900,1800,900,1800,900,1800,900,1800,900,1600,900,1230,900,1900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
팜플러스약국,서울특별시 송파구 송파대로28길 43 1층 101-2호 (가락동 송파KCC웰츠타워 101-2호),02-431-9655,송파구,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,900,2200,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
팜필리아약국,서울특별시 중랑구 동일로 932  202동 216217호 (묵동 묵동자이아파트),02-948-0204,중랑구,900,2000,900,2000,900,2000,900,2000,900,2000,900,1500,900,2200,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
팰리스약국,서울특별시 마포구 마포대로 143 (공덕동),02-719-5472,마포구,900,1900,900,1900,900,1900,900,1900,900,1900,900,1400,900,2200,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
퍼스트약국,서울특별시 강남구 삼성로 155,02-565-3501,강남구,900,1930,900,1930,900,1930,900,1930,900,1930,900,2000,900,2200,900,2200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
